1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2,"bbb222","01/01/2025",200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
3,"ccc333","01/01/2025",300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1,"aaa111","01/01/2025",100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
